Virus,Continent,Country,State,Status,First Recorded In,Latitude,Longitude
Potyvirus batataplumei  (SPFMV0),Asia,China,Shaanxi,"Present, no details",Not available,35.5895959,109.3013107
Potyvirus batataplumei  (SPFMV0),Asia,China,Shandong,"Present, no details",Not available,36.398987,118.5055691
Potyvirus batataplumei  (SPFMV0),Asia,China,Shanxi,"Present, no details",Not available,37.0,112.0
Potyvirus batataplumei  (SPFMV0),Asia,China,Yunnan,"Present, no details",Not available,25.0,102.0
Potyvirus batataplumei  (SPFMV0),Asia,China,Zhejiang,"Present, no details",Not available,29.0000001,119.9999999
Potyvirus batataplumei  (SPFMV0),Asia,East Timor,,"Present, no details",Not available,-8.7443169,126.063482
Potyvirus batataplumei  (SPFMV0),Asia,India,,"Present, no details",Not available,22.3511148,78.6677428
Potyvirus batataplumei  (SPFMV0),Asia,India,Andhra Pradesh,"Present, no details",Not available,15.9240905,80.1863809
Potyvirus batataplumei  (SPFMV0),Asia,India,Kerala,"Present, no details",Not available,10.3528744,76.5120396
Potyvirus batataplumei  (SPFMV0),Asia,India,Odisha,"Present, no details",Not available,20.5431241,84.6897321
Potyvirus batataplumei  (SPFMV0),Asia,India,West Bengal,"Present, no details",Not available,22.9964948,87.6855882
Potyvirus batataplumei  (SPFMV0),Asia,Indonesia,,"Present, no details",Not available,-2.4833826,117.8902853
Potyvirus batataplumei  (SPFMV0),Asia,Israel,,"Absent, pest no longer present",Not available,30.8124247,34.8594762
Potyvirus batataplumei  (SPFMV0),Asia,Japan,,"Present, no details",Not available,36.5748441,139.2394179
Potyvirus batataplumei  (SPFMV0),Asia,Japan,Kyushu,"Present, no details",Not available,32.4821421,131.1008966
Potyvirus batataplumei  (SPFMV0),Asia,Japan,Ryukyu Archipelago,"Present, no details",Not available,36.5748441,139.2394179
Potyvirus batataplumei  (SPFMV0),Asia,"Korea, Republic of",,"Present, no details",Not available,1.3056478,103.9042986
Potyvirus batataplumei  (SPFMV0),Asia,Philippines,,"Present, no details",Not available,12.7503486,122.7312101
Potyvirus batataplumei  (SPFMV0),Asia,Syrian Arab Republic,,"Present, no details",Not available,34.6401861,39.0494106
Potyvirus batataplumei  (SPFMV0),Asia,Taiwan,,"Present, no details",Not available,23.9739374,120.9820179
Potyvirus batataplumei  (SPFMV0),Asia,Vietnam,,"Present, no details",Not available,15.9266657,107.9650855
Potyvirus batataplumei  (SPFMV0),Europe,Greece,,"Present, no details",Not available,38.9953683,21.9877132
Potyvirus batataplumei  (SPFMV0),Europe,Hungary,,"Present, no details",Not available,47.1817585,19.5060937
Potyvirus batataplumei  (SPFMV0),Europe,Italy,,"Present, no details",Not available,42.6384261,12.674297
Potyvirus batataplumei  (SPFMV0),Europe,Portugal,,"Present, no details",2014,39.6621648,-8.1353519
Potyvirus batataplumei  (SPFMV0),Europe,Spain,,"Present, no details",Not available,39.3260685,-4.8379791
Potyvirus batataplumei  (SPFMV0),Europe,Spain,Islas Canárias,"Present, no details",Not available,28.2935785,-16.6214471
Potyvirus batataplumei  (SPFMV0),Oceania,Australia,,"Present, no details",Not available,-24.7761086,134.755
Potyvirus batataplumei  (SPFMV0),Oceania,Australia,New South Wales,"Present, no details",Not available,-31.8759835,147.2869493
Potyvirus batataplumei  (SPFMV0),Oceania,Australia,Northern Territory,"Present, no details",Not available,-19.8516101,133.2303375
Potyvirus batataplumei  (SPFMV0),Oceania,Australia,Queensland,"Present, no details",Not available,-22.1646782,144.5844903
Potyvirus batataplumei  (SPFMV0),Oceania,Australia,Western Australia,"Present, no details",Not available,-25.2303005,121.0187246
Potyvirus batataplumei  (SPFMV0),Oceania,Fiji,,"Present, no details",Not available,-18.1239696,179.0122737
Potyvirus batataplumei  (SPFMV0),Oceania,French Polynesia,,"Present, no details",Not available,-17.0243749,-144.6434898
Potyvirus batataplumei  (SPFMV0),Oceania,Guam,,"Present, no details",Not available,13.4499943,144.7651677
Potyvirus batataplumei  (SPFMV0),Oceania,New Zealand,,"Present, no details",Not available,-41.5000831,172.8344077
Potyvirus batataplumei  (SPFMV0),Oceania,Papua New Guinea,,"Present, no details",Not available,-5.6816069,144.2489081
Potyvirus batataplumei  (SPFMV0),Oceania,Solomon Islands,,"Present, no details",Not available,-8.7053941,159.1070694
Potyvirus batataplumei  (SPFMV0),Oceania,Tonga,,"Present, no details",Not available,-19.9160819,-175.202642
Stralarivirus fragariae  (SLRSV0),Africa,Egypt,,"Present, no details",Not available,26.2540493,29.2675469
Stralarivirus fragariae  (SLRSV0),Africa,South Africa,,"Absent, pest no longer present",Not available,-28.8166236,24.991639
Stralarivirus fragariae  (SLRSV0),America,Canada,,"Present, restricted distribution",2002,61.0666922,-107.991707
Stralarivirus fragariae  (SLRSV0),America,Canada,British Columbia,"Present, no details",2002,55.001251,-125.002441
Stralarivirus fragariae  (SLRSV0),America,Canada,Nova Scotia,"Absent, invalid record",Not available,45.1960403,-63.1653789
Stralarivirus fragariae  (SLRSV0),America,Canada,Ontario,"Absent, pest no longer present",Not available,50.000678,-86.000977
Stralarivirus fragariae  (SLRSV0),America,Mexico,,"Absent, invalid record",Not available,23.6585116,-102.0077097
Stralarivirus fragariae  (SLRSV0),America,United States of America,,"Present, restricted distribution",Not available,39.7837304,-100.445882
Stralarivirus fragariae  (SLRSV0),America,United States of America,California,"Present, no details",Not available,36.7014631,-118.755997
Stralarivirus fragariae  (SLRSV0),Asia,India,,"Present, restricted distribution",Not available,22.3511148,78.6677428
Stralarivirus fragariae  (SLRSV0),Asia,India,Himachal Pradesh,"Present, no details",Not available,31.9292352,77.1828462
Stralarivirus fragariae  (SLRSV0),Asia,Israel,,"Absent, pest no longer present",Not available,30.8124247,34.8594762
Stralarivirus fragariae  (SLRSV0),Asia,Lebanon,,"Present, no details",2006,33.8750629,35.843409
Stralarivirus fragariae  (SLRSV0),Asia,Taiwan,,"Present, no details",Not available,23.9739374,120.9820179
Stralarivirus fragariae  (SLRSV0),Europe,Albania,,"Present, restricted distribution",Not available,41.000028,19.9999619
Stralarivirus fragariae  (SLRSV0),Europe,Austria,,"Absent, no pest record",Not available,47.59397,14.12456
Stralarivirus fragariae  (SLRSV0),Europe,Belarus,,"Present, no details",Not available,53.4250605,27.6971358
Stralarivirus fragariae  (SLRSV0),Europe,Belgium,,"Present, few occurrences",Not available,50.6402809,4.6667145
Stralarivirus fragariae  (SLRSV0),Europe,Croatia,,"Present, no details",Not available,45.3658443,15.6575209
Stralarivirus fragariae  (SLRSV0),Europe,Czechia,,"Present, few occurrences",Not available,49.7439047,15.3381061
Stralarivirus fragariae  (SLRSV0),Europe,Finland,,"Present, restricted distribution",Not available,63.2467777,25.9209164
Stralarivirus fragariae  (SLRSV0),Europe,France,,"Present, no details",Not available,46.603354,1.8883335
Stralarivirus fragariae  (SLRSV0),Europe,Germany,,"Present, few occurrences",Not available,51.1638175,10.4478313
Stralarivirus fragariae  (SLRSV0),Europe,Greece,,"Present, no details",Not available,38.9953683,21.9877132
Stralarivirus fragariae  (SLRSV0),Europe,Greece,Kriti,"Present, no details",Not available,35.5307519,23.8089529
Stralarivirus fragariae  (SLRSV0),Europe,Hungary,,"Present, no details",Not available,47.1817585,19.5060937
Stralarivirus fragariae  (SLRSV0),Europe,Ireland,,"Present, restricted distribution",Not available,52.865196,-7.9794599
Stralarivirus fragariae  (SLRSV0),Europe,Italy,,"Present, no details",Not available,42.6384261,12.674297
Stralarivirus fragariae  (SLRSV0),Europe,Luxembourg,,"Present, no details",Not available,49.8158683,6.1296751
Stralarivirus fragariae  (SLRSV0),Europe,Netherlands,,"Present, no details",Not available,52.2434979,5.6343227
Stralarivirus fragariae  (SLRSV0),Europe,Poland,,"Present, restricted distribution",Not available,52.215933,19.134422
Stralarivirus fragariae  (SLRSV0),Europe,Portugal,,"Present, no details",Not available,39.6621648,-8.1353519
Stralarivirus fragariae  (SLRSV0),Europe,Romania,,"Absent, pest no longer present",Not available,45.9852129,24.6859225
Stralarivirus fragariae  (SLRSV0),Europe,Serbia,,"Absent, confirmed by survey",Not available,44.0243229,21.0765743
Stralarivirus fragariae  (SLRSV0),Europe,Slovenia,,"Absent, no pest record",Not available,46.1199444,14.8153333
Stralarivirus fragariae  (SLRSV0),Europe,Spain,,"Present, few occurrences",Not available,39.3260685,-4.8379791
Stralarivirus fragariae  (SLRSV0),Europe,Switzerland,,"Present, no details",Not available,46.7985624,8.2319736
Stralarivirus fragariae  (SLRSV0),Europe,Türkiye,,"Present, restricted distribution",Not available,39.294076,35.2316631
Stralarivirus fragariae  (SLRSV0),Europe,United Kingdom,,"Present, few occurrences",Not available,54.7023545,-3.2765753
Stralarivirus fragariae  (SLRSV0),Europe,United Kingdom,England,"Present, few occurrences",Not available,52.5310214,-1.2649062
Stralarivirus fragariae  (SLRSV0),Europe,United Kingdom,Northern Ireland,"Present, no details",Not available,54.5859836,-6.9591554
Stralarivirus fragariae  (SLRSV0),Oceania,Australia,,"Absent, unreliable record",Not available,-24.7761086,134.755
Stralarivirus fragariae  (SLRSV0),Oceania,Australia,South Australia,"Absent, invalid record",Not available,-30.5343665,135.6301212
Stralarivirus fragariae  (SLRSV0),Oceania,New Zealand,,"Present, few occurrences",Not available,-41.5000831,172.8344077
Tobamovirus maculatessellati  (TOMMV0),Africa,Mauritius,,"Present, no details",2021,-20.2759451,57.5703566
Tobamovirus maculatessellati  (TOMMV0),America,Brazil,,"Present, restricted distribution",Not available,-10.3333333,-53.2
Tobamovirus maculatessellati  (TOMMV0),America,Brazil,Minas Gerais,"Present, no details",Not available,-18.5264844,-44.1588654
Tobamovirus maculatessellati  (TOMMV0),America,Brazil,Sao Paulo,"Present, restricted distribution",Not available,-23.5506507,-46.6333824
Tobamovirus maculatessellati  (TOMMV0),America,Chile,,"Absent, unreliable record",Not available,-31.7613365,-71.3187697
Tobamovirus maculatessellati  (TOMMV0),America,Guatemala,,"Absent, invalid record",Not available,15.5855545,-90.345759
Tobamovirus maculatessellati  (TOMMV0),America,Mexico,,"Present, few occurrences",2009,23.6585116,-102.0077097
Tobamovirus maculatessellati  (TOMMV0),America,United States of America,,"Present, restricted distribution",Not available,39.7837304,-100.445882
Tobamovirus maculatessellati  (TOMMV0),America,United States of America,California,"Present, no details",Not available,36.7014631,-118.755997
Tobamovirus maculatessellati  (TOMMV0),America,United States of America,Florida,"Present, no details",2010,27.7567667,-81.4639835
Tobamovirus maculatessellati  (TOMMV0),America,United States of America,New York,"Present, no details",Not available,40.7127281,-74.0060152
